,EPISODE_ID,BEGIN_DATE,DURACION,END_DATE,GRANIZO,LAT,LLUVIA,LON,NIEVE,RANGE,T. ELECTRICA,TORNADO,VIENTO,ACCIDENTES
880,32982,2009-06-25 14:30:00,12.0,2009-06-26 02:30:00,0,39.3779,3,-85.96215,0,173.884833811,0,0,3,0
881,73195,2013-05-20 22:41:00,0.316666666667,2013-05-20 23:00:00,0.88,41.63,0,-87.35,0,19.9901506838,0,0,3,0
882,104080,2016-03-31 15:07:00,3.23333333333,2016-03-31 18:21:00,1.0,39.7806875,0,-86.6671875,0,103.326519332,0,2,3,0
883,97920,2015-06-13 16:40:00,14.8333333333,2015-06-14 07:30:00,0.75,40.9352357143,3,-85.299925,0,71.9669999519,0,0,3,0
884,1178389,2005-05-19 19:06:00,0.266666666667,2005-05-19 19:22:00,1.5,40.598,0,-87.422,0,15.4104236398,0,0,3,0
885,74745,2013-06-24 00:00:00,13.4666666667,2013-06-24 13:28:00,0.88,38.0677785714,3,-87.5160857143,0,39.0440634235,0,0,0,0
886,1193834,2005-07-21 23:40:00,1.53333333333,2005-07-22 01:12:00,0,38.4442857143,0,-86.0457142857,0,52.9576969586,0,0,3,0
887,1178380,2005-01-13 02:30:00,12.0,2005-01-13 14:30:00,0,40.73,2,-84.92,0,2.1328433314,0,0,0,0
888,27243,2009-04-05 15:10:00,2.33333333333,2009-04-05 17:30:00,0.88,38.185,0,-87.73,0,14.9280847679,0,0,3,0
889,97533,2015-08-03 14:50:00,1.26666666667,2015-08-03 16:06:00,2.5,39.77,0,-84.9922222222,0,35.8510981908,0,0,3,0
890,23393,2008-10-15 14:00:00,1.85,2008-10-15 15:51:00,0,41.09,0,-86.125,0,43.0580689119,0,0,3,0
891,10041,2007-08-08 21:40:00,2.33333333333,2007-08-09 00:00:00,0,38.975,3,-85.35,0,6.3808212038,0,0,0,0
892,98199,2015-07-17 15:18:00,7.03333333333,2015-07-17 22:20:00,1.0,39.418825,3,-85.14125,0,72.1641876328,0,0,3,0
893,16184,2008-05-27 16:05:00,1.91666666667,2008-05-27 18:00:00,0,37.962525,3,-87.4957,0,16.4295655395,0,0,0,0
894,98355,2015-07-09 05:30:00,9.5,2015-07-09 15:00:00,0,40.646875,3,-87.39065,0,15.6968249625,0,0,0,0
895,1210007,2006-05-18 10:50:00,10.0,2006-05-18 20:50:00,1.25,39.9060416667,0,-86.09875,0,120.798861853,0,0,3,1
896,98357,2015-07-11 23:39:00,3.35,2015-07-12 03:00:00,0,40.76865,3,-87.3881,0,8.58331807102,0,0,0,0
897,1213149,2006-06-19 12:18:00,6.73333333333,2006-06-19 19:02:00,2.0,39.7206060606,3,-86.1013636364,0,146.052599765,0,0,3,1
898,1210008,2006-05-24 18:30:00,2.25,2006-05-24 20:45:00,0.75,39.1339473684,0,-87.155,0,119.651053221,0,0,3,0
899,1213148,2006-06-18 17:07:00,1.71666666667,2006-06-18 18:50:00,0,39.916,0,-86.744,0,90.2808958134,0,0,3,0
900,57019,2011-08-09 17:22:00,2.16666666667,2011-08-09 19:32:00,1.0,39.76062,0,-86.29106,0,103.822551477,0,0,3,0
901,1191366,2005-06-12 17:35:00,5.03333333333,2005-06-12 22:37:00,0,39.7641666667,3,-85.9391666667,0,129.466669093,0,1,3,1
902,1191364,2005-06-05 15:10:00,4.35,2005-06-05 19:31:00,1.75,39.7887804878,0,-86.396097561,0,129.102649078,0,0,3,0
903,1191365,2005-06-10 14:25:00,1.56666666667,2005-06-10 15:59:00,0.75,39.7225,0,-86.595,0,145.65830515,0,0,0,0
904,1191363,2005-06-30 17:48:00,1.45,2005-06-30 19:15:00,1.75,40.7388888889,0,-85.3616666667,0,85.0751080639,0,0,3,0
905,4452,2007-06-03 13:01:00,2.75,2007-06-03 15:46:00,0,41.1275,1,-85.0165,0,21.6345938393,0,0,3,0
