,EVENT_ID,EPISODE_ID,RANGE,LAT1,LON1
38380,175637,29963,0.45,38.7529,-86.3874
38381,175637,29963,0.74,38.7594,-86.3318
38382,175637,29963,0.17,38.7323,-86.3213
38383,175637,29963,0.82,38.737,-86.3076
38384,175637,29963,1.13,38.783,-86.3007
38385,175637,29963,1.34,38.7835,-86.4178
38386,175721,29963,0.73,38.8046,-86.6423
38387,175721,29963,1.32,38.795,-86.6063
38388,175721,29963,1.06,38.8186,-86.5833
38389,175721,29963,1.96,38.7969,-86.5815
38390,175721,29963,1.48,38.7723,-86.5973
38391,175721,29963,0.88,38.7932,-86.6439
38392,175721,29963,2.88,38.7779,-86.6753
38393,175721,29963,2.93,38.8024,-86.6844
38394,175723,29963,2.15,39.4102,-87.01
38395,175723,29963,1.7,39.3916,-87.0282
38396,175723,29963,2.7,39.3593,-87.0428
38397,175723,29963,3.38,39.3501,-87.0502
38398,175723,29963,3.08,39.3464,-87.0377
38399,175723,29963,0.99,39.3833,-87.0181
38400,175723,29963,1.42,39.3969,-87.0152
38401,175723,29963,2.02,39.4089,-86.9945
38402,175771,29963,2.03,40.5321,-86.7947
38403,175771,29963,1.67,40.4741,-86.8826
38404,175771,29963,0.19,40.4526,-86.8986
38405,175771,29963,0.73,40.4059,-86.9115
38406,175771,29963,4.57,40.4195,-87.0653
38407,175771,29963,1.12,40.3643,-87.0598
38408,175771,29963,0.27,40.401,-86.895
38409,175771,29963,0.75,40.5258,-86.7632
38410,175778,29963,3.91,40.1929,-87.4217
38411,175778,29963,1.63,40.1652,-87.4464
38412,175778,29963,3.0,40.1348,-87.4168
38413,175778,29963,6.69,40.0586,-87.4278
38414,175778,29963,9.52,40.0134,-87.4467
38415,175778,29963,10.03,40.0132,-87.4065
38416,175778,29963,3.63,40.1418,-87.4021
38417,175778,29963,3.53,40.2235,-87.3526
38418,175789,29963,3.45,40.1652,-87.4464
38419,175789,29963,0.95,40.1348,-87.4168
38420,175789,29963,3.21,40.0586,-87.4278
38421,175789,29963,3.71,40.0134,-87.4467
38422,175789,29963,1.82,40.0132,-87.4065
38423,175789,29963,0.82,40.1418,-87.4021
38424,175789,29963,1.39,40.2229,-87.3561
38425,175789,29963,4.68,40.1951,-87.4244
38426,175796,29963,6.31,40.1652,-87.4464
38427,175796,29963,5.59,40.1348,-87.4168
38428,175796,29963,0.61,40.0586,-87.4278
38429,175796,29963,0.49,40.0134,-87.4467
38430,175796,29963,2.35,40.0132,-87.4065
38431,175796,29963,6.45,40.1418,-87.4021
38432,175796,29963,12.4,40.2227,-87.3564
38433,175796,29963,8.64,40.194,-87.422
39424,173560,29614,0.69,41.19,-85.95
39425,173562,29614,0.52,41.07,-85.01
39426,173563,29614,0.0,40.7,-85.28
39889,175813,29963,1.7,39.8818,-87.388
39890,175813,29963,0.34,39.7733,-87.3849
39891,175813,29963,0.44,39.7043,-87.3938
39892,175813,29963,2.15,39.7042,-87.3599
39893,175813,29963,1.38,39.8056,-87.3751
39894,175813,29963,4.12,39.8852,-87.3427
39895,175818,29963,2.67,39.8818,-87.388
39896,175818,29963,2.01,39.7733,-87.3849
39897,175818,29963,2.47,39.7043,-87.393
39898,175818,29963,2.39,39.7042,-87.3599
39899,175818,29963,0.47,39.8056,-87.3751
39900,175818,29963,2.52,39.8852,-87.3427
39901,175824,29963,0.4,39.7647,-87.3832
39902,175824,29963,1.04,39.6551,-87.3971
39903,175824,29963,3.27,39.5729,-87.406
39904,175824,29963,1.36,39.6134,-87.376
39905,175824,29963,1.01,39.6615,-87.3846
40266,175824,29963,1.44,39.6809,-87.3768
40267,175824,29963,1.02,39.765,-87.3619
40268,175837,29963,2.54,39.7647,-87.3832
40269,175837,29963,1.37,39.6551,-87.3971
40270,175837,29963,3.78,39.5729,-87.406
40271,175837,29963,0.56,39.6134,-87.376
40272,175837,29963,0.64,39.6615,-87.3846
40273,175837,29963,0.77,39.6809,-87.3768
40274,175837,29963,1.99,39.765,-87.3619
40275,175843,29963,10.02,39.7647,-87.3832
40276,175843,29963,2.82,39.6551,-87.3971
40277,175843,29963,1.4,39.5729,-87.406
40278,175843,29963,0.56,39.6134,-87.376
40279,175843,29963,2.97,39.6615,-87.3846
40280,175843,29963,4.22,39.6809,-87.3768
40281,175843,29963,10.03,39.765,-87.3619
40282,175856,29963,0.99,39.5859,-87.4168
40283,175856,29963,0.27,39.5034,-87.4273
40284,175856,29963,0.6,39.4948,-87.439
40285,175856,29963,0.57,39.465,-87.4216
40286,175856,29963,2.67,39.3879,-87.5243
40287,175856,29963,1.15,39.3879,-87.4189
40288,175856,29963,0.75,39.5006,-87.416
40289,175856,29963,1.11,39.5859,-87.3829
40290,175880,29963,4.75,38.81,-87.5374
40291,175880,29963,1.28,38.6984,-87.5221
40292,175880,29963,0.87,38.678,-87.566
40293,175880,29963,3.88,38.6609,-87.6177
40294,175880,29963,4.13,38.6367,-87.6057
40295,175880,29963,1.1,38.6941,-87.5106
40296,175880,29963,1.25,38.8162,-87.4649
40297,175932,29963,3.6,38.4838,-87.7442
40298,175932,29963,4.73,38.4541,-87.7651
40299,175932,29963,5.55,38.4103,-87.7485
40300,175932,29963,9.02,38.3724,-87.7906
40301,175932,29963,11.46,38.3532,-87.8302
40302,175932,29963,10.14,38.3484,-87.7849
40303,175932,29963,5.25,38.4098,-87.7392
40304,175932,29963,2.19,38.4982,-87.6984
40305,176159,29963,0.55,39.4334,-86.4392
40306,176159,29963,2.27,39.4958,-86.4088
40307,176159,29963,2.1,39.4836,-86.3532
40308,176159,29963,1.3,39.5382,-86.289
40309,176159,29963,1.99,39.5387,-86.3045
40310,176159,29963,1.15,39.5093,-86.3378
40311,176159,29963,1.06,39.508,-86.4377
40312,176159,29963,1.11,39.4354,-86.4562
40313,176203,29963,2.69,39.4819,-86.4395
40314,176203,29963,2.45,39.4647,-86.4394
40315,176203,29963,2.29,39.4618,-86.4422
40316,176203,29963,1.36,39.447,-86.4429
40317,176203,29963,1.02,39.4446,-86.4276
40318,176203,29963,2.92,39.4875,-86.415
40319,176203,29963,2.35,39.4905,-86.4281
40320,176231,29963,3.24,39.3161,-86.7314
40321,176231,29963,2.6,39.3107,-86.7417
40322,176231,29963,1.55,39.2947,-86.7481
40323,176231,29963,1.03,39.281,-86.7508
40324,176231,29963,0.35,39.2819,-86.776
40325,176231,29963,1.04,39.2567,-86.7791
40326,176231,29963,1.52,39.2798,-86.7415
40327,176231,29963,3.15,39.3156,-86.7259
40328,176288,29963,1.72,39.0952,-86.9733
40329,176288,29963,0.91,39.0483,-86.9832
40330,176288,29963,0.16,39.0283,-86.968
40331,176288,29963,0.78,39.0191,-86.9736
40332,176288,29963,0.86,38.9757,-86.965
40333,176288,29963,1.33,38.9752,-86.9561
40334,176288,29963,1.48,39.0029,-86.9365
40335,176288,29963,2.01,39.096,-86.9489
40336,176289,29963,1.71,38.9087,-87.1037
40337,176289,29963,1.84,38.9047,-87.078
40338,176289,29963,1.04,38.9333,-87.0409
40339,176289,29963,0.78,38.9237,-87.0062
40340,176289,29963,1.15,38.9634,-86.9812
40341,176289,29963,1.12,38.9669,-86.9922
40342,176289,29963,1.19,38.9362,-87.0128
40343,176289,29963,1.68,38.9421,-87.0632
40344,176290,29963,2.33,38.8039,-87.2119
40345,176290,29963,3.88,38.8181,-87.1779
40346,176290,29963,4.28,38.8496,-87.1336
40347,176290,29963,2.45,38.8547,-87.1789
40348,176290,29963,0.24,38.8189,-87.2459
40349,176290,29963,2.03,38.7906,-87.2483
40350,176290,29963,2.09,38.7793,-87.2611
40351,176290,29963,2.78,38.756,-87.2586
40352,176291,29963,3.24,38.8039,-87.21
40353,176291,29963,1.95,38.8181,-87.1779
40354,176291,29963,3.21,38.8496,-87.1336
40355,176291,29963,4.09,38.8547,-87.1789
40356,176291,29963,5.38,38.8218,-87.2459
40357,176291,29963,5.33,38.7906,-87.2483
40358,176291,29963,5.26,38.7793,-87.2611
40359,176291,29963,4.02,38.756,-87.2586
40360,176328,29963,5.05,38.5863,-87.2589
40361,176328,29963,5.33,38.5455,-87.2565
40362,176328,29963,1.55,38.5492,-87.3609
40363,176328,29963,0.59,38.5415,-87.4704
40418,170919,29136,1.95,39.8872,-87.3844
40419,170919,29136,1.85,39.8251,-87.388
40420,170919,29136,0.25,39.7704,-87.3847
40421,170919,29136,0.75,39.7269,-87.3865
40422,170919,29136,1.39,39.7277,-87.3741
40423,170919,29136,0.72,39.7887,-87.3726
40424,170919,29136,2.37,39.8291,-87.3765
40425,170919,29136,4.3,39.865,-87.3413
40426,170920,29136,2.28,39.8872,-87.3844
40427,170920,29136,1.98,39.8251,-87.388
40428,170920,29136,2.19,39.7704,-87.3847
40429,170920,29136,3.01,39.7269,-87.3865
40430,170920,29136,2.35,39.7277,-87.3741
40431,170920,29136,0.79,39.7887,-87.3726
40432,170920,29136,2.04,39.8291,-87.3765
40433,170920,29136,1.2,39.865,-87.3413
40434,172697,29136,0.83,39.0616,-87.5837
40435,172697,29136,1.66,38.9984,-87.5937
40436,172697,29136,2.31,38.9865,-87.5794
40437,172697,29136,4.28,38.9728,-87.5195
40438,172697,29136,0.86,39.0111,-87.5688
40439,172697,29136,0.64,39.02,-87.568
40440,172697,29136,0.71,39.0577,-87.5713
40441,173808,29136,5.23,39.1374,-87.665
40442,173808,29136,4.61,39.1064,-87.6541
40443,173808,29136,0.38,39.0552,-87.5823
40444,173808,29136,0.99,39.0632,-87.5727
40445,173808,29136,1.89,39.1069,-87.601
40446,173808,29136,3.29,39.1663,-87.6235
40447,173808,29136,4.51,39.1676,-87.6531
40448,173818,29136,0.38,38.6821,-87.5435
40449,173818,29136,3.98,38.658,-87.6182
40450,173818,29136,3.08,38.6485,-87.5904
40451,173818,29136,0.79,38.68,-87.5354
40452,173818,29136,1.39,38.6986,-87.5101
40453,173818,29136,1.95,38.7776,-87.4721
40454,173818,29136,4.42,38.7755,-87.5258
40455,173818,29136,1.32,38.6991,-87.52
40456,173851,29136,1.34,39.0574,-86.9769
40457,173851,29136,0.91,39.05,-86.983
40458,173851,29136,0.14,39.0286,-86.9682
40459,173851,29136,0.78,39.0196,-86.9756
40460,173851,29136,1.28,38.9871,-86.958
40461,173851,29136,1.69,38.9974,-86.9321
40462,173851,29136,1.89,39.0605,-86.9675
40463,175284,29136,0.28,38.8202,-87.2448
40464,175284,29136,2.3,38.7867,-87.2496
40465,175284,29136,2.01,38.7742,-87.2634
40466,175284,29136,3.39,38.7453,-87.2555
40467,175284,29136,4.34,38.7466,-87.2318
40468,175284,29136,2.0,38.7966,-87.228
40469,175284,29136,3.54,38.8122,-87.1851
40470,175284,29136,3.24,38.8336,-87.182
40471,175296,29136,5.29,38.8202,-87.2448
40472,175296,29136,5.33,38.7867,-87.2496
40473,175296,29136,5.07,38.7742,-87.2634
40474,175296,29136,3.46,38.7453,-87.2555
40475,175296,29136,2.51,38.7466,-87.2318
40476,175296,29136,4.21,38.7966,-87.228
40477,175296,29136,2.07,38.8122,-87.1851
40478,175296,29136,2.89,38.8336,-87.182
40479,175331,29136,1.9,38.956,-86.9973
40480,175331,29136,1.1,38.9347,-87.0121
40481,175331,29136,1.3,38.9385,-87.0457
40482,175331,29136,1.69,38.9277,-87.0799
41061,192028,32917,5.02,39.485,-86.8881
41062,192028,32917,0.86,39.5621,-86.9737
41063,192028,32917,0.38,39.6254,-86.8284
41064,192028,32917,3.19,39.5288,-86.7333
41065,192028,32917,1.81,39.4956,-86.7875
41066,192029,32917,0.69,39.52,-87.12
41067,192029,32917,0.05,39.5293,-87.12
41068,192029,32917,0.59,39.5293,-87.131
41069,192029,32917,0.88,39.5205,-87.1309
41070,192053,32917,1.36,39.3985,-86.7614
41071,192053,32917,1.77,39.3254,-86.8377
41125,194086,33339,0.0,37.88,-87.05
41126,194086,33339,1.7,37.8667,-87.1429
41127,194086,33339,2.4,38.0286,-87.1051
41128,194086,33339,2.85,38.0589,-86.965
41129,194086,33339,1.81,38.1486,-86.9609
41130,194086,33339,2.14,38.1367,-86.8668
41156,194091,33342,4.06,37.9456,-87.4522
41157,194440,33342,4.53,37.9193,-87.5185
41158,194440,33342,4.5,37.9393,-87.4498
41159,194440,33342,0.65,37.9978,-87.4917
41160,194440,33342,0.04,38.0005,-87.5796
41161,194440,33342,1.9,37.9583,-87.5713
41162,194442,33342,0.0,38.05,-87.37
41163,194442,33342,1.39,38.0394,-87.3482
41164,194442,33342,1.61,37.9442,-87.3914
41165,194442,33342,0.44,37.9466,-87.4132
42509,193855,33279,0.83,41.6036,-87.0654
42510,193855,33279,1.01,41.6559,-87.032
42784,195085,33572,0.53,39.9274,-85.3675
42785,195087,33572,1.08,38.83,-86.4
42786,195088,33572,0.54,38.9,-86.49
42787,195089,33572,0.88,38.86,-86.49
42788,195091,33572,1.61,38.83,-86.45
42789,195092,33572,0.62,39.2869,-86.7625
42790,195095,33572,2.55,39.04,-85.91
42791,195393,33572,0.0,38.8,-85.95
42792,195394,33572,1.98,38.8415,-85.7862
42793,195395,33572,2.46,40.2944,-87.1711
42794,195397,33572,0.69,40.29,-87.25
42795,195399,33572,0.36,39.3713,-87.4734
42796,195400,33572,0.34,40.4155,-86.9326
42797,195402,33572,1.86,39.5761,-87.4359
42798,195403,33572,1.41,40.2622,-86.6554
42799,195411,33572,0.31,39.7997,-85.7559
42800,195414,33572,0.89,39.1871,-86.5515
42801,195439,33572,1.35,39.5072,-87.4064
42802,195440,33572,0.31,40.4155,-86.9299
42803,195441,33572,0.1,40.0502,-86.4681
42804,195442,33572,1.38,39.7501,-86.5286
42805,195443,33572,1.07,39.58,-86.5
42806,195444,33572,0.53,40.28,-86.51
42807,195445,33572,0.0,39.62,-86.37
42808,195446,33572,0.53,39.72,-86.29
42809,195447,33572,0.0,39.17,-86.52
42810,195452,33572,0.03,39.78,-86.1794
42811,195455,33572,2.16,39.4293,-86.5839
42812,195456,33572,0.55,40.0458,-86.0113
42813,195463,33572,2.02,39.2787,-86.214
42814,195465,33572,0.98,40.1631,-85.8632
42815,195466,33572,0.54,38.9631,-85.5847
42816,195468,33572,0.54,38.67,-86.79
42817,195469,33572,1.01,40.0584,-85.2416
42818,195736,33572,0.4,39.5225,-86.6433
42819,195736,33572,0.58,39.5221,-86.6394
42820,196103,33572,0.54,39.02,-86.09
42821,196103,33572,1.39,39.0392,-86.2779
42822,196103,33572,1.14,38.956,-86.1312
42823,196103,33572,1.7,38.9434,-86.0101
42824,196120,33572,3.11,39.1836,-85.522
42825,196120,33572,3.14,39.161,-85.5269
42826,196120,33572,1.1,39.1681,-85.5938
42827,196120,33572,1.11,39.1886,-85.5974
42828,196121,33572,2.49,39.8482,-86.3532
42829,196121,33572,2.53,39.8541,-86.3526
42830,196121,33572,2.82,39.854,-86.3471
42831,196121,33572,2.79,39.8487,-86.3474
42832,196586,33572,0.0,38.68,-87.52
42833,196587,33572,0.0,39.23,-86.62
43015,195852,33794,1.88,38.4557,-86.4116
43016,195852,33794,1.88,38.455,-86.4138
43017,195852,33794,1.48,38.4504,-86.4084
43018,195852,33794,1.4,38.4502,-86.3988
43019,195852,33794,1.54,38.4522,-86.3985
43020,195853,33794,4.0,38.22,-86.0463
43388,195734,33624,2.61,38.2577,-86.2969
43389,195734,33624,2.44,38.2553,-86.298
43390,195734,33624,2.53,38.2546,-86.285
43391,195734,33624,2.72,38.2574,-86.2841
43392,195735,33624,0.81,38.3245,-86.0861
43393,195735,33624,0.81,38.3102,-86.0875
43394,195735,33624,4.07,38.2851,-85.9536
43395,195735,33624,5.42,38.3067,-85.9546
43396,195813,33624,1.29,38.4314,-85.6726
43397,195813,33624,1.26,38.4512,-85.6468
43398,195813,33624,1.78,38.4752,-85.663
43399,195813,33624,1.62,38.4552,-85.6992
43400,195814,33624,1.73,38.442,-85.772
43401,195814,33624,1.56,38.4372,-85.7686
43402,195814,33624,0.49,38.4231,-85.802
43403,195814,33624,0.37,38.4312,-85.8067
43404,195815,33624,0.74,38.3171,-85.7568
43405,195815,33624,0.79,38.3179,-85.7558
43406,195815,33624,0.65,38.3198,-85.7581
43407,195815,33624,0.61,38.3192,-85.7588
43408,195816,33624,1.38,38.07,-86.25
43409,195816,33624,1.75,38.0697,-86.2703
43410,195816,33624,0.9,38.0587,-86.2623
43411,195816,33624,0.16,38.0519,-86.2516
43412,195816,33624,1.15,38.0614,-86.2346
43413,195816,33624,1.82,38.0727,-86.2329
43414,195817,33624,0.7,38.2968,-85.9823
43415,195817,33624,0.8,38.2965,-85.9841
43416,195817,33624,0.97,38.2986,-85.9878
43417,195817,33624,1.11,38.3013,-85.9903
43418,195817,33624,1.43,38.306,-85.9952
43419,195817,33624,1.33,38.3066,-85.9931
43420,195818,33624,1.0,38.2962,-85.8178
43421,195818,33624,0.88,38.2955,-85.8152
43422,195818,33624,0.85,38.2962,-85.8149
43423,195818,33624,0.97,38.2968,-85.8175
43424,195819,33624,0.08,38.3305,-85.7486
43425,195819,33624,0.15,38.328,-85.749
43426,195819,33624,0.81,38.3265,-85.7359
43427,195819,33624,0.75,38.3303,-85.7362
43428,195820,33624,0.0,38.33,-86.22
43429,195820,33624,0.26,38.3293,-86.2152
43430,195820,33624,2.05,38.3594,-86.2147
43431,195820,33624,1.9,38.3573,-86.2248
43432,195821,33624,0.88,38.21,-86.11
43433,195822,33624,0.0,38.32,-85.77
43434,195823,33624,0.0,38.45,-85.67
43435,195824,33624,2.13,38.498,-85.9337
43436,195824,33624,3.0,38.5026,-85.9134
43623,197709,34170,1.15,38.5157,-87.2872
43624,197709,34170,1.69,38.5219,-87.266
43625,197709,34170,1.45,38.5178,-87.2658
43626,197709,34170,0.75,38.5103,-87.2845
44472,194437,33431,0.92,38.0576,-87.284
44473,194437,33431,1.56,38.0305,-87.2843
44474,194437,33431,1.36,38.0339,-87.2557
44475,194437,33431,0.86,38.0584,-87.2584
44692,191808,32857,1.75,39.47,-87.35
44693,191809,32857,0.4,39.4549,-87.3041
44694,191811,32857,0.25,39.3705,-87.4754
44695,191812,32857,0.31,39.3702,-87.4743
44696,191813,32857,1.07,39.47,-87.38
44697,191816,32857,1.27,39.16,-87.18
44698,191827,32857,0.64,38.9708,-87.0811
44699,191996,32857,0.88,38.84,-86.99
44700,191997,32857,1.28,38.81,-86.95
44701,191998,32857,1.22,39.1038,-86.989
44702,191999,32857,1.77,38.8445,-87.0072
44703,191999,32857,1.8,38.8446,-87.0077
44704,191999,32857,1.78,38.8439,-87.0079
44705,191999,32857,1.75,38.8439,-87.0073
44706,192000,32857,1.08,38.9,-86.9
44707,192001,32857,0.82,38.6694,-86.7951
44708,192002,32857,1.03,39.4588,-87.4127
44709,192002,32857,0.86,39.4775,-87.4128
44710,192002,32857,0.51,39.4773,-87.3985
44711,192002,32857,0.79,39.4586,-87.3989
44712,192371,32857,1.24,39.6521,-87.4011
44713,192372,32857,1.53,39.092,-87.4465
44714,192373,32857,1.31,39.0414,-87.1506
44715,192373,32857,1.43,39.0415,-87.1478
44716,192373,32857,1.31,39.0376,-87.1477
44717,192373,32857,1.16,39.0372,-87.1504
45072,187552,31984,0.0,38.25,-87.58
45113,189338,32284,0.69,39.29,-86.77
45114,189365,32284,2.13,39.62,-86.33
45115,189466,32284,0.53,39.62,-86.11
45116,189484,32284,1.46,39.8644,-86.2
45117,189486,32284,0.69,38.66,-87.17
45118,189492,32284,0.52,38.7549,-87.1273
45119,189495,32284,0.87,39.01,-86.54
45120,189503,32284,0.57,38.7751,-87.3085
45121,189543,32284,0.87,39.79,-85.77
45122,189544,32284,0.69,39.76,-86.25
45123,189731,32284,0.96,39.913,-86.0739
46070,192053,32917,2.48,39.2927,-86.7267
46071,192053,32917,1.48,39.3693,-86.6818
46072,192054,32917,0.69,39.29,-86.77
46073,192055,32917,1.21,39.1719,-86.5424
46074,192055,32917,1.44,39.1588,-86.5427
46075,192055,32917,1.36,39.1528,-86.5323
46076,192055,32917,0.86,39.1576,-86.5213
46077,192055,32917,0.26,39.1723,-86.5239
46078,192056,32917,0.0,39.17,-86.52
46079,192056,32917,1.35,39.1739,-86.5446
46080,192056,32917,1.51,39.1582,-86.5438
46081,192056,32917,1.3,39.1531,-86.5306
46082,192056,32917,0.67,39.1604,-86.5182
46083,192065,32917,2.36,39.2885,-86.8528
46084,192065,32917,2.85,39.2816,-86.8509
46085,192065,32917,2.29,39.2959,-86.8076
46086,192065,32917,2.63,39.3012,-86.8109
46087,192073,32917,0.69,39.29,-86.77
46088,192073,32917,0.27,39.2837,-86.7685
46115,190253,32499,0.0,38.97,-85.15
46116,190255,32499,5.0,39.0776,-85.02
46443,192073,32917,0.46,39.2822,-86.7618
46444,192073,32917,0.57,39.2821,-86.7596
46445,192073,32917,0.86,39.289,-86.759
46446,192079,32917,0.88,38.86,-86.49
46692,193961,33308,1.0,41.2134,-87.2074
46693,193962,33308,0.0,41.6,-87.05
46694,193963,33308,6.0,41.3832,-87.05
46724,194008,33315,5.0,41.5923,-87.4394
46725,194010,33315,1.03,41.5743,-87.4616
46726,194014,33315,0.0,41.47,-87.05
46727,194017,33315,1.54,41.5578,-87.1816
47144,187490,31968,1.29,37.99,-87.4
47145,187490,31968,0.57,37.9872,-87.375
47146,187490,31968,1.57,37.9561,-87.3922
47147,187490,31968,1.1,37.9626,-87.4076
47613,189101,32284,1.27,39.66,-87.42
47614,189102,32284,1.48,39.94,-87.29
47615,189106,32284,2.14,39.88,-87.19
47616,189107,32284,0.69,40.04,-86.9
47617,189108,32284,0.69,39.49,-87.27
47618,189109,32284,0.87,39.31,-86.96
47619,189110,32284,0.87,39.31,-86.96
47620,189333,32284,0.69,39.16,-87.2
49262,192278,32982,2.12,40.3005,-85.1248
49263,192278,32982,1.9,40.2072,-85.1248
49264,192278,32982,1.45,40.2046,-85.0431
49265,192278,32982,1.14,40.2963,-85.0328
49266,192280,32982,0.55,38.6655,-86.7883
49267,192364,32982,0.87,39.6075,-85.4489
49268,192375,32982,0.98,38.9402,-86.5326
50115,191743,32836,1.06,40.05,-86.3
50116,191744,32836,0.0,40.55,-86.52
50117,191745,32836,0.0,40.13,-87.4
50118,191747,32836,0.0,40.13,-87.4
50119,191751,32836,0.0,40.13,-86.22
50120,191752,32836,0.87,39.82,-85.93
50121,191754,32836,0.87,39.84,-85.93
50122,191756,32836,1.74,39.81,-86.52
50123,191758,32836,1.0,39.7,-86.4188
50124,191760,32836,2.0,39.8405,-85.2734
50125,191762,32836,0.0,40.42,-86.27
50126,191766,32836,0.89,39.9123,-86.0752
50127,191767,32836,3.0,39.8693,-86.09
50128,191769,32836,0.78,39.8895,-86.1221
50129,191770,32836,0.87,39.82,-86.02
50130,191771,32836,0.0,39.83,-86.03
50131,191772,32836,0.69,40.04,-86.9
50132,191773,32836,0.0,40.03,-86.9
50133,191774,32836,0.0,39.67,-85.7
50134,191790,32836,1.45,39.7088,-86.3047
50190,189264,32329,0.0,39.92,-85.17
50191,189265,32329,0.0,39.88,-85.05
50192,189266,32329,0.0,39.83,-84.9
50193,189266,32329,3.0,39.83,-84.8435
50194,189287,32329,0.0,39.65,-85.13
50195,189303,32329,0.0,39.2,-85.33
50196,189303,32329,0.64,39.2041,-85.3408
50197,189303,32329,0.84,39.2118,-85.3339
50198,189303,32329,0.77,39.2081,-85.3202
50199,189320,32329,0.0,39.3,-85.22
50200,189320,32329,1.56,39.3022,-85.1849
50201,189320,32329,0.67,39.289,-85.1846
50202,189320,32329,0.68,39.2905,-85.223
50203,189328,32329,0.0,39.5,-85.18
50204,189328,32329,0.35,39.4973,-85.1856
50205,189328,32329,0.69,39.5023,-85.1926
50206,189328,32329,0.5,39.5055,-85.1862
50207,189329,32329,0.0,39.45,-85.13
50208,189329,32329,2.98,39.4576,-85.1904
50209,189329,32329,1.48,39.506,-85.2067
50210,189329,32329,0.86,39.5078,-85.1674
50211,189330,32329,0.0,39.45,-85.13
50212,189330,32329,2.45,39.4665,-85.1949
50213,189330,32329,3.05,39.442,-85.1974
50214,189330,32329,0.65,39.4407,-85.1324
50215,189331,32329,0.0,39.3,-85.22
50216,189331,32329,1.0,39.2855,-85.22
50217,189331,32329,1.07,39.2874,-85.1976
50218,189331,32329,1.04,39.2955,-85.2015
50219,189385,32329,0.0,39.45,-85.13
50220,189385,32329,0.0,39.5,-85.18
50221,189385,32329,0.67,39.5009,-85.1925
50222,189385,32329,1.86,39.4469,-85.1646
50223,189388,32329,0.0,39.5,-85.18
50224,189388,32329,0.0,39.45,-85.13
50225,189388,32329,0.99,39.45,-85.1485
50226,189388,32329,0.6,39.5017,-85.1911
50517,192793,33110,0.0,40.45,-87.25
50518,192794,33110,1.74,40.35,-87.33
50519,192802,33110,1.26,39.97,-86.11
50520,192804,33110,0.69,40.41,-86.87
50521,192807,33110,0.92,40.4368,-86.8976
50522,192809,33110,2.15,40.63,-86.659
50523,192810,33110,2.94,40.2423,-86.6377
50524,193754,33110,0.87,40.04,-87.44
50525,193755,33110,0.53,39.95,-87.46
50526,193756,33110,1.48,39.64,-87.43
50527,193757,33110,2.07,39.67,-87.23
50528,193759,33110,1.99,40.0392,-87.0057
50529,193761,33110,1.23,39.6501,-86.9768
50530,193763,33110,1.25,39.762,-86.0788
51500,190308,32476,2.96,39.006,-86.0061
51501,190308,32476,2.8,39.0321,-86.0302
51502,190308,32476,2.41,39.0385,-85.9121
51503,190308,32476,1.54,39.0245,-85.9219
52311,188273,32114,1.32,40.161,-85.6716
52896,192789,32703,2.76,39.64,-87.03
52897,192790,32703,0.32,39.5246,-86.8003
53395,187603,31993,0.98,38.5138,-87.284
53396,187603,31993,1.86,38.5233,-87.2627
53397,187603,31993,1.45,38.5173,-87.2648
53398,187603,31993,0.73,38.51,-87.2841
55253,191365,32762,1.48,40.1,-87.26
55254,191373,32762,2.96,40.11,-87.46
55255,191375,32762,0.87,39.81,-87.49
55256,191387,32762,0.0,39.73,-87.33
55257,191432,32762,0.14,39.5481,-87.3789
55258,191433,32762,0.53,39.55,-86.96
55259,191435,32762,0.0,39.92,-86.8
55260,191633,32762,0.87,39.86,-86.64
55261,191634,32762,1.74,39.82,-86.37
55262,191638,32762,2.27,39.794,-86.2887
55263,191728,32762,4.44,39.9301,-86.6202
55264,191730,32762,0.69,39.54,-86.37
55265,191733,32762,2.38,39.912,-86.2031
55266,191734,32762,1.36,39.9576,-86.0399
55267,191793,32762,0.94,39.813,-87.4943
55268,191793,32762,0.93,39.8131,-87.4958
55269,191793,32762,0.29,39.8023,-87.4955
55270,191793,32762,0.33,39.8023,-87.4945
55271,191795,32762,1.53,39.7922,-86.4001
55272,191797,32762,0.35,38.8252,-86.1717
55273,192374,32762,1.04,39.3654,-85.5648
55322,187789,32014,1.28,38.57,-87.57
55323,187800,32014,1.28,38.57,-87.57
55324,187932,32014,0.53,40.0,-85.74
55325,187943,32014,2.0,40.0205,-85.7233
55811,193288,33161,1.48,38.3,-85.73
55812,193288,33161,0.44,38.2817,-85.7122
55813,193288,33161,0.9,38.2681,-85.7431
55814,193288,33161,0.27,38.2835,-85.748
55815,193288,33161,0.76,38.2902,-85.7553
55816,193288,33161,1.47,38.3011,-85.7468
55817,193289,33161,0.69,38.3982,-85.7625
55818,193289,33161,0.32,38.3997,-85.7558
55819,193289,33161,0.59,38.4127,-85.7442
55820,193289,33161,0.34,38.416,-85.7462
55821,193289,33161,0.19,38.4173,-85.7507
55822,193289,33161,0.71,38.4126,-85.7591
55823,193289,33161,0.97,38.4092,-85.7634
55824,193290,33161,0.85,38.4377,-85.6704
55825,193290,33161,0.95,38.4364,-85.6683
55826,193290,33161,0.82,38.4435,-85.6574
55827,193290,33161,0.74,38.4443,-85.6585
55828,193292,33161,2.27,38.6857,-85.8115
55829,193292,33161,2.6,38.6853,-85.8178
55830,193292,33161,1.66,38.7308,-85.8185
