YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201604,104038,624314,1,.62,"ENE","BOYS TOWN",41.2742,-96.1195,4116452,967170
201604,104038,624314,2,1.06,"NNE","BOYS TOWN",41.2837,-96.1208,4117022,967248
201604,104038,624315,1,2.24,"N","BOYS TOWN",41.3022,-96.1342,4118132,968052
201604,104038,624315,2,2.26,"N","BOYS TOWN",41.3025,-96.1343,4118150,968058
201604,104038,624316,1,3.49,"SSE","BENNINGTON",41.3226,-96.147,4119356,968820
201604,104038,624316,2,3.31,"SSE","BENNINGTON",41.3248,-96.149,4119488,968940
201604,104038,624317,1,3.57,"WSW","CEDAR BLUFFS",41.3889,-96.6872,4123334,9641232
201604,104038,624317,2,3.61,"W","CEDAR BLUFFS",41.3914,-96.6886,4123484,9641316
201604,104038,627844,1,3.48,"N","RULO",40.1002,-95.4252,406012,9525512
201604,104038,627844,2,.31,"NE","RULO",40.0526,-95.4252,403156,9525512
201604,104038,627844,3,2.16,"SSE","RULO",40.024,-95.4073,401440,9524438
201604,104038,627844,4,2.04,"NNE","RULO",40.0757,-95.4109,404542,9524654
201604,104038,627844,5,3.34,"NNE","RULO",40.0962,-95.4113,405772,9524678
201604,104039,622295,1,2.09,"SW","WALLIN",41.05,-95.1,413000,956000
201604,104039,622296,1,0,"N","ESSEX",40.83,-95.3,4049800,9518000
201604,104039,624318,1,3.78,"E","STANTON",40.9737,-95.048,4058422,952880
201604,104039,624318,2,2.65,"SW","TENVILLE",40.9978,-95.0415,4059868,952490
201604,104040,622294,1,0,"N","FOLSOM",36.85,-103.92,3651000,10355200
201604,104043,622324,1,5.76,"SSW","KIT CARSON",38.6917,-102.8167,3841502,10249002
201604,104043,622325,1,4.59,"ENE","KIT CARSON",38.7962,-102.7017,3847772,10242102
201604,104043,622326,1,2.6,"ENE","BETHUNE",39.2486,-102.4278,3914916,10225668
201604,104875,629658,2,1.5,"E","EASTBOROUGH",37.7,-97.2226,3742000,9713356
201604,104875,629658,3,.5,"N","EASTBOROUGH",37.7072,-97.25,3742432,9715000
201604,104875,629658,4,.5,"SW","EASTBOROUGH",37.6949,-97.2565,3741694,9715390
201604,104875,629659,1,6.43,"NNW","RIVERDALE",37.45,-97.46,3727000,9727600
201604,104875,629660,1,0,"N","ELBING",38.05,-97.13,383000,977800
201604,104875,629661,1,4.08,"ENE","SMILEYBURG",37.54,-96.81,3732400,9648600
201604,104875,629662,1,3.3,"E","ANTHONY",37.15,-97.97,379000,9758200
201604,104875,629663,1,3.89,"WNW","PECK",37.51,-97.43,3730600,9725800
201604,104875,629664,1,1.49,"NNW","HAYSVILLE",37.59,-97.38,3735400,9722800
201604,104875,629665,1,2.3,"ENE","CLEARWATER",37.51,-97.46,3730600,9727600
201604,104875,629666,1,1.78,"WNW","OAKLAWN",37.61,-97.33,3736600,9719800
201604,104875,629667,1,2.19,"E","PECK",37.48,-97.33,3728800,9719800
201604,104875,629668,1,1.49,"SSW","EASTBOROUGH",37.68,-97.26,3740800,9715600
201604,104875,629669,1,2.19,"W","DERBY",37.55,-97.31,3733000,9718600
201604,104875,629670,1,2.14,"SE","WICHITA",37.68,-97.3,3740800,9718000
201604,104875,629671,1,0,"N","(AAO) JABARA ARPT",37.75,-97.22,3745000,9713200
201604,104875,629672,1,.55,"W","OAKLAWN",37.6,-97.31,3736000,9718600
201604,104875,629673,1,2.14,"SE","WICHITA",37.68,-97.3,3740800,9718000
201604,104875,629674,1,2.82,"WSW","WICHITA",37.69,-97.38,3741400,9722800
201604,104875,629675,1,1.76,"SW","(AAO) JABARA ARPT",37.73,-97.24,3743800,9714400
201604,104875,629676,1,.69,"S","BELLAIRE",37.76,-97.27,3745600,9716200
201604,104875,629677,1,2.83,"WSW","MAYFIELD",37.26,-97.6,3715600,9736000
201604,104875,629678,1,3.21,"NNW","(ICT)WICHITA ARPT",37.69,-97.46,3741400,9727600
201604,104875,629680,1,1.29,"ESE","BELLAIRE",37.76,-97.25,3745600,9715000
201604,104875,629682,1,1.29,"ESE","BELLAIRE",37.76,-97.25,3745600,9715000
201604,104875,629686,1,2.83,"ESE","CONWAY SPGS",37.39,-97.6,3723400,9736000
201604,104875,629687,1,.69,"N","CLEARWATER",37.51,-97.5,3730600,9730000
201604,104875,629688,1,3.45,"N","CLEARWATER",37.55,-97.5,3733000,9730000
201604,104875,629689,1,.55,"W","OAKLAWN",37.6,-97.31,3736000,9718600
201604,104875,629690,1,.55,"W","OAKLAWN",37.6,-97.31,3736000,9718600
201604,104875,629692,1,3.9,"WSW","MAYFIELD",37.24,-97.61,3714400,9736600
201604,104875,629692,2,3,"WSW","MAYFIELD",37.2534,-97.6004,3715204,9736024
201604,104875,629693,1,.55,"W","OAKLAWN",37.6,-97.31,3736000,9718600
201604,104875,629695,1,0,"N","(IAB) MCCONNELL ARPT",37.62,-97.27,3737200,9716200
201604,104875,629696,1,1.76,"SW","(AAO) JABARA ARPT",37.73,-97.24,3743800,9714400
201604,104875,629697,1,.88,"SW","WICHITA",37.69,-97.34,3741400,9720400
201604,104875,629698,1,.88,"NW","(ICT)WICHITA ARPT",37.66,-97.44,3739600,9726400
201604,104875,629699,1,.55,"W","OAKLAWN",37.6,-97.31,3736000,9718600
201604,104875,629700,1,1.49,"SSW","EASTBOROUGH",37.68,-97.26,3740800,9715600
201604,104875,629701,1,3.43,"NW","AUGUSTA",37.71,-97.03,3742600,971800
201604,104875,629702,1,4.18,"N","BENTON",37.84,-97.11,3750400,976600
201604,104875,629703,1,.54,"W","COTTONWOOD FALLS",38.37,-96.54,3822200,9632400
201604,104875,629704,1,.55,"E","INDEPENDENCE",37.23,-95.71,3713800,9542600
201604,104875,629705,1,.88,"NE","ALTOONA",37.53,-95.66,3731800,9539600
201604,104875,629706,1,1.65,"W","BARTLETT",37.05,-95.25,373000,9515000
201604,104875,629707,1,2.65,"SE","PARSONS",37.32,-95.24,3719200,9514400
201604,104875,629708,1,2.31,"WNW","MOUND VLY",37.21,-95.46,3712600,9527600
201604,104875,629709,1,7.17,"E","PARSONS",37.34,-95.14,3720400,958400
201604,104875,629710,1,3.53,"SW","NEODESHA",37.39,-95.72,3723400,9543200
201604,104875,629711,1,.69,"N","COFFEYVILLE",37.04,-95.63,372400,9537800
201604,104875,630356,1,1,"S","WICHITA",37.6855,-97.33,3741130,9719800
201604,104875,630360,1,3,"W","DERBY",37.55,-97.3248,3733000,9719488
201604,104875,630362,1,0,"N","BELLAIRE",37.77,-97.27,3746200,9716200
201604,104875,630383,1,5.64,"ESE","HUMBOLDT",37.78,-95.34,3746800,9520400
201604,104875,630383,2,5,"E","HUMBOLDT",37.82,-95.3384,3749200,9520304
201604,104875,630383,3,2,"ENE","HUMBOLDT",37.8311,-95.3961,3749866,9523766
201604,104875,630383,4,3,"SE","HUMBOLDT",37.7893,-95.3911,3747358,9523466
201604,104875,630387,1,1.78,"WSW","HUMBOLDT",37.81,-95.46,3748600,9527600
201604,104875,630387,2,1,"SW","HUMBOLDT",37.8098,-95.443,3748588,9526580
201604,104875,630387,3,1,"W","HUMBOLDT",37.82,-95.4483,3749200,9526898
201604,104875,630387,4,1.5,"W","HUMBOLDT",37.82,-95.4575,3749200,9527450
201604,104875,630389,1,8,"E","CONWAY SPGS",37.4,-97.5043,3724000,9730258
201604,104875,630389,2,7,"E","CONWAY SPGS",37.4,-97.5225,3724000,9731350
201604,104875,630389,3,7.5,"ESE","CONWAY SPGS",37.3585,-97.5238,3721510,9731428
201604,104875,630389,4,8.5,"ESE","CONWAY SPGS",37.3529,-97.507,3721174,9730420
201604,104916,628294,1,3.61,"SE","BERNECKER",32.53,-100.54,3231800,10032400
201604,104916,628296,1,4.46,"SW","BERNECKER",32.53,-100.64,3231800,10038400
201604,104916,628297,1,.58,"E","LONGWORTH",32.65,-100.34,3239000,10020400
201604,104916,628298,1,1.5,"SSE","TANKERSLY",31.33,-100.62,3119800,10037200
201604,104916,628299,1,18.74,"N","BARNHART",31.4,-101.21,3124000,10112600
201604,104916,628378,1,3.77,"NW","BUSBY",32.6568,-100.4678,3239408,10028068
201604,104916,628378,2,2.82,"NE","CLAYTONVILLE",32.6501,-100.4973,3239006,10029838
201604,104916,628378,3,2.98,"NE","CLAYTONVILLE",32.6533,-100.4975,3239198,10029850
201604,104916,628378,4,3.95,"NW","BUSBY",32.6589,-100.4697,3239534,10028182
201604,104916,628379,1,1.31,"ESE","BALLINGER",31.7416,-99.9301,3144496,9955806
201604,104916,628379,2,1.41,"WNW","BALLINGER",31.7612,-99.9701,3145672,9958206
201604,104916,628379,3,1.84,"W","BALLINGER",31.7472,-99.9811,3144832,9958866
201604,104916,628379,4,1.74,"SSE","BALLINGER",31.7256,-99.9431,3143536,9956586
201604,104916,628382,1,2.16,"ESE","WOODLAND HGTS",31.6645,-98.9381,3139870,9856286
201604,104916,628382,2,1.39,"SW","BROWNWOOD BOWIE ARPT",31.6553,-98.9961,3139318,9859766
201604,104916,628382,3,2.46,"WNW","BROWNWOOD",31.7311,-99.0198,3143866,991188
201604,104916,628382,4,1.3,"WSW","EARLY",31.7413,-98.9697,3144478,9858182
201604,104916,631395,1,.42,"NNE","BUSBY",32.6256,-100.4174,3237536,10025044
201604,104916,631395,2,1.65,"NNE","BUSBY",32.6426,-100.4111,3238556,10024666
201604,104917,628300,1,7.15,"W","MENARD CO ARPT",30.92,-99.94,3055200,9956400
201604,104917,628301,1,.58,"E","RULE",33.18,-99.89,3310800,9953400
201604,104917,628302,1,0,"N","HAMLIN",32.88,-100.13,3252800,1007800
201604,104917,628305,1,.59,"W","MENARD",30.92,-99.79,3055200,9947400
201604,104917,628306,1,1.8,"NE","RULE",33.2,-99.88,3312000,9952800
201604,104917,628308,1,3.57,"NW","RADIUM",32.86,-100.05,3251600,1003000
201604,104917,628309,1,.58,"E","LUEDERS",32.8,-99.62,3248000,9937200
201604,104917,628310,1,2.15,"SSW","DENTON",32.24,-99.54,3214400,9932400
201604,104917,628311,1,7.3,"SSE","MERTZON",31.17,-100.78,3110200,10046800
201604,104917,628312,1,8.55,"SW","HEXT",30.79,-99.64,3047400,9938400
201604,104917,628314,1,10.77,"SSE","MENARD",30.78,-99.7,3046800,9942000
201604,104917,628316,1,.69,"N","LONDON",30.68,-99.58,3040800,9934800
201604,104917,628318,1,.58,"W","SWEETWATER",32.47,-100.41,3228200,10024600
201604,104917,628320,1,.58,"W","SWEETWATER",32.47,-100.41,3228200,10024600
201604,104917,628321,1,1.5,"NNW","ROSCOE",32.45,-100.54,3227000,10032400
201604,104917,628380,1,1.42,"SSW","MENARD",30.9022,-99.7921,3054132,9947526
201604,104917,628380,2,1.33,"NNW","MENARD",30.9376,-99.7892,3056256,9947352
201604,104917,628380,3,1.19,"N","MENARD",30.9371,-99.779,3056226,9946740
201604,104917,628380,4,1.22,"S","MENARD",30.9026,-99.7826,3054156,9946956
201604,104919,628325,1,0,"N","HAMLIN",32.88,-100.13,3252800,1007800
201604,104919,628326,1,1.17,"W","SWEETWATER",32.47,-100.42,3228200,10025200
201604,104919,628328,1,1.35,"WSW","STAMFORD",32.94,-99.8,3256400,9948000
201604,104919,628329,1,1.35,"ESE","HASKELL",33.16,-99.73,339600,9943800
201604,104919,628330,1,.58,"W","BUFFALO GAP",32.28,-99.83,3216800,9949800
201604,104919,628331,1,4.15,"N","THROCKMORTON",33.24,-99.18,3314400,9910800
201604,104919,628332,1,4.15,"N","BRONTE",31.94,-100.3,3156400,10018000
201604,104919,628333,1,0,"N","ABILENE",32.45,-99.73,3227000,9943800
201604,104919,628334,1,4.73,"E","OVALO",32.11,-99.99,326600,9959400
201604,104919,628335,1,0,"N","CLYDE",32.4,-99.5,3224000,9930000
201604,104919,628336,1,.91,"NE","NOVICE",31.99,-99.62,3159400,9937200
201604,104919,628337,1,0,"N","CROSS PLAINS",32.13,-99.17,327800,9910200
201604,104919,628338,1,9.86,"NE","SILVER VLY",32.07,-99.43,324200,9925800
201604,104919,628339,1,1.17,"W","THRIFTY",31.82,-99.15,3149200,999000
201604,104919,628340,1,3.13,"NW","BANGS",31.75,-99.17,3145000,9910200
201604,104919,628342,1,.59,"W","SONORA",30.57,-100.64,3034200,10038400
201604,104919,628344,1,.59,"W","SONORA",30.57,-100.64,3034200,10038400
201604,104919,628345,1,.69,"N","JUNCTION",30.49,-99.77,3029400,9946200
201605,105684,633959,1,2.47,"NE","SWAN LAKE",42.19,-98.98,4211400,9858800
201605,105684,633961,1,.52,"W","(LBF)BIRD FLD NORTH",41.13,-100.69,417800,10041400
201605,105684,633962,1,2.76,"N","LYNCH",42.87,-98.47,4252200,9828200
201605,105684,633963,1,9.67,"S","EUSTIS",40.53,-100.03,4031800,1001800
201605,105685,633967,1,7.6,"S","PUMPVILLE",29.82,-101.73,2949200,10143800
201605,105686,633968,1,7.6,"S","PUMPVILLE",29.82,-101.73,2949200,10143800
201605,105686,633970,1,10.43,"S","PANDALE",30.03,-101.57,301800,10134200
201605,105687,633969,1,.53,"E","STOCKVILLE",40.53,-100.37,4031800,10022200
201605,105687,633971,1,2.76,"S","MAYWOOD",40.63,-100.62,4037800,10037200
201605,105687,633972,1,1.38,"N","WELLFLEET",40.77,-100.73,4046200,10043800
201605,105688,633973,1,1.91,"WNW","VALLEY SPGS",30.86,-98.83,3051600,9849800
201605,105688,633974,1,0,"N","LLANO",30.75,-98.67,3045000,9840200
201605,105688,633975,1,1.38,"S","BANDERA FLYING L ARP",29.7,-99.05,2942000,993000
201605,105688,633975,2,1.71,"S","BANDERA FLYING L ARP",29.6953,-99.0484,2941718,992904
201605,105688,633975,3,1.73,"S","BANDERA FLYING L ARP",29.695,-99.0525,2941700,993150
201605,105688,633975,4,1.45,"S","BANDERA FLYING L ARP",29.6993,-99.0536,2941958,993216
201605,105688,633976,1,.69,"S","MEDINA",29.79,-99.25,2947400,9915000
201605,105688,633976,2,.4,"SSW","MEDINA",29.7944,-99.2514,2947664,9915084
201605,105688,633976,3,.3,"SSE","MEDINA",29.7959,-99.2485,2947754,9914910
201605,105688,633976,4,.57,"SSE","MEDINA",29.7925,-99.246,2947550,9914760
201605,105689,633977,1,.69,"S","EUSTIS",40.66,-100.03,4039600,1001800
201605,105689,633978,1,10.02,"SSW","EUSTIS",40.53,-100.08,4031800,1004800
201605,105689,633979,1,9.67,"S","EUSTIS",40.53,-100.03,4031800,1001800
201605,105689,633980,1,6.22,"S","EUSTIS",40.58,-100.03,4034800,1001800
201605,105689,633981,1,5.15,"WSW","EUSTIS",40.64,-100.12,4038400,1007200
201605,105689,633982,1,1.72,"WNW","EUSTIS",40.68,-100.06,4040800,1003600
201605,105689,633983,1,2.32,"SSW","IMPERIAL",40.49,-101.65,4029400,10139000
201605,105689,633984,1,8.31,"S","NORTH PLATTE",41.03,-100.77,411800,10046200
201605,105689,633985,1,2.5,"WNW","(LBF)BIRD FLD NORTH",41.15,-100.72,419000,10043200
201605,105689,633986,1,2.5,"WNW","(LBF)BIRD FLD NORTH",41.15,-100.72,419000,10043200
201605,105689,633987,1,6.93,"S","NORTH PLATTE",41.05,-100.77,413000,10046200
201605,105689,633988,1,0,"N","MAXWELL",41.08,-100.53,414800,10031800
201605,105689,633989,1,2.5,"WNW","(LBF)BIRD FLD NORTH",41.15,-100.72,419000,10043200
201605,105689,633990,1,11.03,"SW","CALLAWAY",41.18,-100.07,4110800,1004200
201605,105689,633991,1,6.65,"NW","OCONTO",41.21,-99.88,4112600,9952800
201605,105689,633993,1,20.5,"NNE","KEITH",41.36,-100.39,4121600,10023400
201605,105689,633994,1,22.11,"NNE","MAXWELL",41.37,-100.35,4122200,10021000
201605,105689,633995,1,8.64,"SW","BROKEN BOW",41.3,-99.75,4118000,9945000
201605,105689,633996,1,1.38,"S","LOGAN",41.48,-100.3,4128800,10018000
201605,105689,633998,1,2.17,"ESE","DUNNING",41.81,-100.08,4148600,1004800
201605,105689,633999,1,13.19,"NNE","ALMERIA",41.99,-99.38,4159400,9922800
201605,105689,634001,1,6.91,"N","NEWPORT",42.7,-99.33,4242000,9919800
201605,105690,634612,1,5.39,"E","CASTELL",30.71,-98.86,3042600,9851600
201605,105690,634612,2,5.51,"E","CASTELL",30.7047,-98.8575,3042282,9851450
201605,105690,634612,3,4.82,"E","CASTELL",30.704,-98.8691,3042240,9852146
201605,105690,634612,4,4.9,"E","CASTELL",30.7094,-98.8683,3042564,9852098
201605,105690,634613,1,3.76,"ESE","BANDERA FLYING L ARP",29.6917,-98.9964,2941502,9859784
201605,105690,634613,2,5.3,"NE","BANDERA FLYING L ARP",29.7781,-98.9923,2946686,9859538
201605,105690,634613,3,3.77,"ESE","MEDINA",29.7835,-99.1901,2947010,9911406
201605,105690,634613,4,6.02,"NE","TARPLEY",29.6893,-99.2065,2941358,9912390
201605,105690,634614,1,2.27,"SW","HUNTER",29.78,-98.06,2946800,983600
201605,105690,634615,1,1.93,"ESE","UTOPIA",29.61,-99.5,2936600,9930000
201605,105690,634615,2,2.15,"ESE","UTOPIA",29.606,-99.498,2936360,9929880
201605,105690,634615,3,1.72,"SE","UTOPIA",29.6053,-99.5069,2936318,9930414
201605,105690,634615,4,1.6,"ESE","UTOPIA",29.611,-99.5055,2936660,9930330
201605,105690,634616,1,2.54,"ESE","WETMORE",29.5557,-98.381,2933342,9822860
201605,105690,634616,2,2.67,"ESE","WETMORE",29.5541,-98.3795,2933246,9822770
201605,105690,634616,3,2.74,"ESE","WETMORE",29.5551,-98.3777,2933306,9822662
201605,105690,634616,4,2.59,"ESE","WETMORE",29.557,-98.3797,2933420,9822782
201605,105690,634617,1,.92,"NW","GRUENE",29.74,-98.11,2944400,986600
201605,105690,634617,2,.58,"NW","GRUENE",29.7362,-98.1066,2944172,986396
201605,105690,634617,3,.61,"NNW","GRUENE",29.738,-98.1045,2944280,986270
201605,105690,634617,4,.82,"NNW","GRUENE",29.7407,-98.1059,2944442,986354
201605,105691,634041,1,9.28,"SSE","ST FRANCIS ARPT",39.6339,-101.7121,3938034,10142726
201605,105691,634042,1,6.68,"S","WHEELER",39.6735,-101.7122,3940410,10142732
201605,105691,634043,1,8.57,"NNW","LUDELL",39.9621,-101.039,3957726,1012340
201605,105692,634002,1,4.71,"W","OSHKOSH",41.43,-102.42,4125800,10225200
201605,105692,634004,1,1.24,"SE","HYANNIS",41.99,-101.75,4159400,10145000
201605,105692,634005,1,4.6,"WSW","HYANNIS",41.97,-101.85,4158200,10151000
201605,105692,634006,1,9.21,"NW","WOOD LAKE",42.73,-100.35,4243800,10021000
201605,105692,634007,1,.87,"SE","PAXTON",41.12,-101.36,417200,10121600
201605,105692,634008,1,.69,"S","SUTHERLAND",41.16,-101.13,419600,1017800
201605,105692,634009,1,4.18,"N","NORTH PLATTE",41.21,-100.77,4112600,10046200
201605,105692,634010,1,7.8,"NE","DICKENS",40.91,-100.89,4054600,10053400
201605,105692,634011,1,8.5,"WSW","STAPLETON",41.43,-100.67,4125800,10040200
201605,105692,634012,1,8.5,"WSW","STAPLETON",41.43,-100.67,4125800,10040200
201605,105692,634013,1,1.48,"NNW","RINGGOLD",41.54,-100.81,4132400,10048600
201605,105692,634014,1,4.18,"N","NORTH PLATTE",41.21,-100.77,4112600,10046200
201605,105692,634015,1,.69,"S","BRADY",41.02,-100.37,411200,10022200
201605,105692,634016,1,4.43,"NNE","RINGGOLD",41.58,-100.77,4134800,10046200
201605,105692,634017,1,10.54,"SSW","BRADY",40.89,-100.45,4053400,10027000
201605,105692,634018,1,4.63,"NNE","LOGAN",41.56,-100.26,4133600,10015600
201605,105692,634021,1,13.82,"S","BRADY",40.83,-100.37,4049800,10022200
201605,105692,634023,1,7.6,"S","EUSTIS",40.56,-100.03,4033600,1001800
201605,105692,634024,1,.53,"W","IMPERIAL",40.52,-101.64,4031200,10138400
201605,105693,634026,1,12.54,"ENE","WELLFLEET",40.85,-100.53,4051000,10031800
201605,105693,634027,1,4.43,"SSE","BRADY",40.97,-100.34,4058200,10020400
201605,105693,634027,2,5.7,"SSW","MAXWELL",41.0029,-100.5689,41174,10034134
201605,105693,634027,3,10.54,"NE","WELLFLEET",40.8494,-100.5771,4050964,10034626
201605,105693,634027,4,16.03,"S","BRADY",40.7995,-100.3354,4047970,10020124
201605,105694,634032,1,81.57,"WNW","SUTHERLAND RES",41.5128,-102.637,4130768,10238220
201605,105694,634032,2,53.98,"WNW","SUTHERLAND RES",41.2865,-102.1674,4117190,10210044
201605,105694,634032,3,1.77,"SSE","BRADY",41.005,-100.3629,41300,10021774
201605,105694,634032,4,1.1,"ESE","(LBF)BIRD FLD NORTH",41.126,-100.6595,417560,10039570
201605,105695,634033,1,0,"N","ASHTON",44.07,-111.45,444200,11127000
201605,105695,634034,1,2,"SE","POPLAR",43.5995,-111.6517,4335970,11139102
201605,105695,634036,1,0,"N","REXBURG",43.82,-111.78,4349200,11146800
201605,105722,634136,1,2.05,"E","AVOCA",42.4211,-77.3898,4225266,7723388
201605,105722,634136,2,1.23,"ESE","AVOCA",42.4135,-77.4076,4224810,7724456
201605,105722,634136,3,.74,"NNE","AVOCA",42.4301,-77.4251,4225806,7725506
201605,105722,634136,4,3.48,"NNE","AVOCA",42.4693,-77.4162,4228158,7724972
201605,105722,634136,5,2.59,"NW","WHEELER",42.4605,-77.3595,4227630,7721570
201605,105722,634137,1,1,"NNE","WALLACE",42.4442,-77.466,4226652,7727960
201605,105722,634137,2,1.22,"S","COHOCTON",42.4825,-77.5024,4228950,7730144
201605,105722,634137,3,1.71,"ENE","COHOCTON",42.5101,-77.4694,4230606,7728164
201605,105722,634137,4,3.17,"NNE","WALLACE",42.4693,-77.4378,4228158,7726268
201605,105727,634619,1,2.76,"N","HARPER",30.34,-99.25,3020400,9915000
201605,105727,634620,1,1.79,"E","CAMP SCENIC",30.12,-99.25,307200,9915000
201605,105727,634621,1,.6,"W","INGRAM",30.08,-99.24,304800,9914400
201605,105727,634622,1,3.29,"ENE","INGRAM",30.1,-99.18,306000,9910800
201605,105727,634623,1,3.51,"N","KERRVILLE",30.1,-99.14,306000,998400
201605,105727,634624,1,4.19,"N","KERRVILLE",30.11,-99.14,306600,998400
201605,105727,634625,1,.6,"W","CAMP SCENIC",30.12,-99.29,307200,9917400
201605,105727,634626,1,4.98,"NNE","HONDO ARPT",29.44,-99.16,2926400,999600
201605,105727,634627,1,.69,"S","QUIHI",29.39,-99.03,2923400,991800
201605,105727,634628,1,.6,"E","DUNLAY",29.35,-98.99,2921000,9859400
201605,104776,627394,1,.17,"NNE","HENDERSON",36.0322,-114.9786,361932,11458716
201605,104776,627394,2,.21,"NNE","HENDERSON",36.0327,-114.9784,361962,11458704
201605,104779,627425,1,1.26,"NE","INDIANOLA",40.2441,-100.4049,4014646,10024294
201605,104779,627425,2,1.54,"NNE","INDIANOLA",40.2491,-100.4048,4014946,10024288
201605,104780,627475,1,0,"N","SANGO",36.5,-87.23,3630000,8713800
201605,104780,627476,1,1.62,"WNW","NEW HOPE",36.0275,-87.1775,361650,8710650
201605,104781,627477,1,2.12,"NNW","CHARLOTTE",36.2087,-87.3433,3612522,8720598
201605,104781,627478,1,2.1,"WSW","DANIEL",36.264,-87.257,3615840,8715420
201605,104786,627503,1,.85,"NW","ALBERTVILLE",44.96,-91.61,4457600,9136600
201605,104786,627504,1,.85,"NW","ALBERTVILLE",44.96,-91.61,4457600,9136600
201605,104786,627504,2,1.24,"N","ALBERTVILLE",44.968,-91.5996,4458080,9135976
201605,104786,627505,1,2.13,"NNW","ELK MOUND",44.9,-91.69,4454000,9141400
201605,104786,637713,1,2.01,"NE","BLOOMER",45.12,-91.45,457200,9127000
201605,104786,637714,1,.49,"W","ELK MOUND",44.87,-91.69,4452200,9141400
201605,104786,637716,1,.69,"N","LADYSMITH",45.48,-91.1,4528800,916000
201605,104786,637720,1,.61,"SE","ELK MOUND",44.8642,-91.6706,4451852,9140236
201605,104786,637720,2,1.77,"NE","ELK MOUND",44.8892,-91.6562,4453352,9139372
201605,104786,637720,3,2.48,"NE","ELK MOUND",44.8954,-91.6443,4453724,9138658
201605,104786,637720,4,2.75,"NNE","ELK MOUND",44.9082,-91.6644,4454492,9139864
201605,104786,637720,5,2.11,"NNW","ELK MOUND",44.896,-91.7025,4453760,9142150
201605,104786,637720,6,1.11,"WSW","ELK MOUND",44.8626,-91.7001,4451756,9142006
201605,104786,637733,1,16.02,"SE","CHETEK",45.1172,-91.4475,457032,9126850
201605,104786,637733,2,13.47,"SSE","CHETEK",45.1231,-91.534,457386,9132040
201605,104786,637733,3,22.63,"SSE","DALLAS",44.9519,-91.6277,4457114,9137662
201605,104786,637733,4,25.99,"SSE","DALLAS",44.9036,-91.6122,4454216,9136732
201605,104786,637747,1,1.49,"W","LADYSMITH",45.4665,-91.1304,4527990,917824
201605,104786,637747,2,1.56,"NW","LADYSMITH",45.4877,-91.1199,4529262,917194
201605,104786,637747,3,3.39,"NNE","LADYSMITH",45.5167,-91.0784,4531002,914704
201605,104786,637747,4,2.69,"NW","LADYSMTH RUSK CO ARP",45.5257,-91.0416,4531542,912496
201605,104786,637747,5,2.67,"W","LADYSMTH RUSK CO ARP",45.4982,-91.055,4529892,913300
201605,104787,627510,1,.52,"E","SPAULDING",41.15,-94.37,419000,9422200
201605,104787,627511,1,.87,"SW","MURRAY",41.04,-93.98,412400,9358800
201605,104788,627512,1,1.38,"S","CHURDAN",42.15,-94.48,429000,9428800
201605,104788,627513,1,.51,"E","FARNHAMVILLE",42.28,-94.39,4216800,9423400
201605,104788,627514,1,0,"N","CLARION",42.73,-93.73,4243800,9343800
201605,104788,627515,1,2.31,"NNW","(FOD)FT DODGE MUNI A",42.58,-94.2,4234800,9412000
201605,104788,627516,1,4.6,"SE","BELMOND",42.8,-93.54,4248000,9332400
201605,104788,627517,1,.51,"E","GOWRIE",42.28,-94.29,4216800,9417400
201605,104788,627518,1,0,"N","CLARION",42.73,-93.73,4243800,9343800
201605,104789,627519,1,1.22,"SE","ESTHERVILLE",43.41,-94.83,4324600,9449800
201605,104789,627520,1,3.49,"N","ESTHERVILLE ARPT",43.45,-94.76,4327000,9445600
201605,104789,627521,1,1.5,"W","DOLLIVER",43.47,-94.66,4328200,9439600
201605,104789,627522,1,3.09,"WSW","DOLLIVER",43.46,-94.69,4327600,9441400
201605,104789,627523,1,.69,"N","ESTHERVILLE ARPT",43.41,-94.75,4324600,9445000
201605,104789,627524,1,2.51,"W","ESTHERVILLE ARPT",43.4,-94.8,4324000,9448000
201605,104789,627525,1,1.22,"SE","ESTHERVILLE",43.41,-94.83,4324600,9449800
201605,104789,627526,1,1.22,"SE","EMMETSBURG",43.11,-94.68,436600,9440800
201605,104789,627527,1,.69,"N","DENISON MUNI ARPT",41.99,-95.38,4159400,9522800
201605,104789,627528,1,.69,"N","DENISON MUNI ARPT",41.99,-95.38,4159400,9522800
201605,104789,627529,1,.52,"E","CUMMING",41.48,-93.76,4128800,9345600
201605,104789,627530,1,0,"N","WESTSIDE",42.08,-95.1,424800,956000
201605,104789,627531,1,1.24,"NW","CARROLL",42.08,-94.9,424800,9454000
201605,104789,627532,1,.86,"NE","ARCADIA",42.09,-95.04,425400,952400
201605,104789,627533,1,2.31,"SSW","MINBURN",41.74,-94.05,4144400,943000
201605,104789,627534,1,.86,"NE","MANNING",41.91,-95.06,4154600,953600
201605,104789,627535,1,0,"N","GLIDDEN",42.07,-94.73,424200,9443800
201605,104789,627536,1,.52,"E","VALERIA",41.73,-93.32,4143800,9319200
201605,104789,627537,1,.5,"E","GRAFTON",43.33,-93.06,4319800,933600
201605,104789,627538,1,.69,"N","MAXWELL",41.89,-93.4,4153400,9324000
201605,104789,627539,1,1.38,"S","BOONE",42.05,-93.88,423000,9352800
